field_id,crop_code,dominant_pct,cdl_crop,temp_avg,temp_max_avg,temp_min_avg,precip_annual,solar_rad,humidity,wind_speed,temp_fall,temp_spring,temp_summer,temp_winter,n_soils,dominant_soil,drainage_class,om_pct,ph,clay_pct,sand_pct,silt_pct,cec,awc,drainage_encoded,crop_encoded
WV_AG_001,24,53.2,Winter Wheat,11.045214416058394,16.443467153284672,6.419242700729927,9116.35,14.442458941605839,83.810200729927,2.4388594890510946,11.92551282051282,9.196648550724637,17.85255434782609,5.1081549815498155,3,"Salkum silty clay loam, basin, 0 to 6 percent slopes",Well drained,3.033333333333333,5.466666666666666,40.5,17.9,41.599999999999994,21.38888888888889,0.1711111111111111,5,0
WV_AG_002,24,96.0,Winter Wheat,10.818914233576644,16.482732664233577,6.147417883211679,7641.59,14.332614051094891,83.228549270073,1.7089826642335768,11.858131868131869,8.667101449275362,17.555199275362316,5.102970479704797,4,"Conser silty clay loam, 0 to 3 percent slopes",Poorly drained,2.033333333333333,6.27,33.38333333333333,26.93,39.68666666666666,24.30666666666667,0.14133333333333334,2,0
WV_AG_003,24,82.5,Winter Wheat,10.965510948905111,16.419799270072993,6.29514598540146,8644.47,14.332614051094891,83.86515967153284,2.483111313868613,11.872728937728938,9.108713768115942,17.547771739130436,5.238948339483395,4,"Awbrig silty clay loam, 0 to 2 percent slopes",Poorly drained,2.158695652173913,6.195652173913044,39.391304347826086,21.078260869565216,39.5304347826087,29.097826086956523,0.14347826086956522,2,0
WV_AG_004,24,91.5,Winter Wheat,10.965510948905111,16.419799270072993,6.29514598540146,8644.47,14.332614051094891,83.86515967153284,2.483111313868613,11.872728937728938,9.108713768115942,17.547771739130436,5.238948339483395,3,Bashaw silty clay,Poorly drained,1.6039473684210528,6.1763157894736835,33.0921052631579,21.3,45.68529411764706,24.86842105263158,0.1539473684210526,2,0
WV_AG_005,37,80.2,Other Hay,9.989899635036497,15.208800182481752,5.59651003649635,10382.75,13.62171989051095,81.02945255474452,2.085396897810219,10.987838827838827,7.531702898550725,17.738333333333333,3.5967527675276756,7,Amity silt loam,Poorly drained,1.725,6.2,30.983333333333334,16.816666666666666,52.2,22.685185185185187,0.17466666666666666,2,1
WV_AG_006,24,84.6,Winter Wheat,9.989899635036497,15.208800182481752,5.59651003649635,10382.75,13.62171989051095,81.02945255474452,2.085396897810219,10.987838827838827,7.531702898550725,17.738333333333333,3.5967527675276756,4,"Salkum silty clay loam, basin, 0 to 6 percent slopes",Well drained,3.55,5.5,35.31818181818182,17.61818181818182,47.06363636363637,22.272727272727273,0.17181818181818184,5,0
WV_AG_007,24,94.1,Winter Wheat,9.940757299270073,15.254146897810218,5.400045620437956,8940.51,14.442458941605839,80.20561131386862,1.8568521897810217,10.983479853479853,7.372934782608696,17.805652173913042,3.4955350553505533,5,"Salkum silty clay loam, 2 to 8 percent slopes",Well drained,12.785714285714286,5.3428571428571425,35.42857142857143,22.185714285714287,44.528571428571425,20.416666666666668,0.21357142857142858,5,0
WV_AG_008,24,83.1,Winter Wheat,9.940757299270073,15.254146897810218,5.400045620437956,8940.51,14.442458941605839,80.20561131386862,1.8568521897810217,10.983479853479853,7.372934782608696,17.805652173913042,3.4955350553505533,2,"Dupee silt loam, 3 to 20 percent slopes",Poorly drained,2.5083333333333333,5.366666666666667,40.5,20.166666666666668,39.333333333333336,25.0,0.18500000000000003,2,0
WV_AG_009,24,96.2,Winter Wheat,10.818914233576644,16.482732664233577,6.147417883211679,7641.59,14.332614051094891,83.228549270073,1.7089826642335768,11.858131868131869,8.667101449275362,17.555199275362316,5.102970479704797,3,"Awbrig silty clay loam, 0 to 2 percent slopes",Poorly drained,2.1788461538461537,6.269230769230769,39.98076923076923,21.523076923076925,38.496153846153845,28.692307692307693,0.14846153846153848,2,0
WV_AG_010,24,71.8,Winter Wheat,10.818914233576644,16.482732664233577,6.147417883211679,7641.59,14.332614051094891,83.228549270073,1.7089826642335768,11.858131868131869,8.667101449275362,17.555199275362316,5.102970479704797,4,"Conser silty clay loam, 0 to 3 percent slopes",Poorly drained,2.037179487179487,6.256410256410256,36.14102564102564,25.77179487179487,38.08717948717949,27.28717948717949,0.1376923076923077,2,0
